"customer_id","store_code","department_name","qty","value"
4767,"1","SOFT BEVERAGES","4","6.07"
4773,"1","GROCERY 1","4","1.45"
4773,"1","GROCERY 3","1","0.84"
4773,"1","NEWSPAPERS & MAGAZI","2","2.65"
4773,"1","PAYPOINT","1","10.00"
4777,"1","BAKERY","2","2.37"
4777,"1","FROZEN","1","1.99"
4777,"1","GROCERY 1","2","2.24"
4777,"1","SOFT BEVERAGES","6","4.85"
4798,"2","BAKERY","2","2.08"
4798,"2","BEVERAGES","3","8.91"
4798,"2","CIGARETTES & TOBACC","5","13.52"
4798,"2","FROZEN","3","4.79"
4798,"2","GROCERY 1","2","2.41"
4798,"2","GROCERY 2","1","2.05"
4798,"2","GROCERY 3","6","4.51"
4798,"2","MEAT & POULTRY","1","2.29"
4798,"2","PROVISIONS DAIRY","7","4.60"
4798,"2","PROVISIONS PREPARED","1","1.19"
4798,"2","SOFT BEVERAGES","1","2.29"
4803,"1","BEVERAGES","2","17.94"
4803,"1","CIGARETTES & TOBACC","4","70.98"
4803,"1","CUISINE DE FRANCE/I","3","0.84"
4803,"1","FROZEN","2","1.90"
4803,"1","NEWSPAPERS & MAGAZI","1","0.43"
4817,"1","CUISINE DE FRANCE/I","1","1.19"
4817,"1","FRUIT & VEGETABLES","3","2.98"
4817,"1","NEWSPAPERS & MAGAZI","1","0.60"
4820,"1","BAKERY","1","0.59"
4820,"1","FROZEN","1","1.27"
4820,"1","FRUIT & VEGETABLES","3","3.39"
4820,"1","PROVISIONS DAIRY","4","4.35"
4820,"1","SOFT BEVERAGES","1","0.84"
4830,"1","CIGARETTES & TOBACC","5","19.23"
4836,"1","BAKERY","4","2.63"
4836,"1","FRUIT & VEGETABLES","2","0.96"
4836,"1","GROCERY 1","6","3.99"
4836,"1","GROCERY 3","1","1.29"
4836,"1","MEAT & POULTRY","2","3.00"
4836,"1","PROVISIONS DAIRY","1","0.75"
4836,"1","PROVISIONS PREPARED","1","0.88"
4861,"1","CUISINE DE FRANCE/I","2","0.58"
4861,"1","FRUIT & VEGETABLES","2","2.28"
4861,"1","GROCERY 2","1","0.48"
4866,"2","BEVERAGES","1","6.80"
4866,"2","CIGARETTES & TOBACC","1","0.84"
4867,"1","BAKERY","1","1.04"
4867,"1","BEVERAGES","1","4.42"
4867,"1","CIGARETTES & TOBACC","3","13.66"
4867,"1","FROZEN","2","5.44"
4867,"1","FRUIT & VEGETABLES","1","0.85"
4867,"1","GROCERY 2","4","3.58"
4867,"1","GROCERY 3","2","1.86"
4867,"1","PROVISIONS DAIRY","1","0.71"
4867,"1","PROVISIONS PREPARED","7","14.11"
4870,"1","BEVERAGES","3","7.64"
4870,"1","FROZEN","2","2.88"
4870,"1","GROCERY 3","6","3.31"
4870,"1","MEAT & POULTRY","1","3.05"
4870,"1","PROVISIONS PREPARED","4","8.04"
4872,"2","FRUIT & VEGETABLES","1","2.55"
4872,"2","NEWSPAPERS & MAGAZI","2","2.64"
4878,"1","BAKERY","1","0.69"
4878,"1","BEVERAGES","2","6.79"
4878,"1","FRUIT & VEGETABLES","3","2.42"
4878,"1","GROCERY 1","1","1.52"
4878,"1","MEAT & POULTRY","1","1.69"
4878,"1","PROVISIONS DAIRY","2","1.33"
4878,"1","PROVISIONS PREPARED","1","2.20"
4879,"2","BAKERY","6","4.96"
4879,"2","CIGARETTES & TOBACC","7","28.06"
4879,"2","CUISINE DE FRANCE/I","3","2.67"
4879,"2","FRUIT & VEGETABLES","2","1.13"
4879,"2","GROCERY 1","9","3.84"
4879,"2","GROCERY 2","1","0.97"
4879,"2","GROCERY 3","4","2.65"
4879,"2","GROCERY NONFOOD","1","1.27"
4879,"2","MEAT & POULTRY","5","10.61"
4879,"2","NEWSPAPERS & MAGAZI","16","9.60"
4879,"2","PROVISIONS DAIRY","13","9.21"
4879,"2","PROVISIONS PREPARED","2","2.50"
4879,"2","SOFT BEVERAGES","3","3.14"
4880,"3","SEASONAL","1","4.25"
4881,"2","BAKERY","3","2.58"
4881,"2","FROZEN","1","2.09"
4881,"2","FRUIT & VEGETABLES","1","0.22"
4881,"2","GROCERY 1","2","1.02"
4881,"2","GROCERY 2","9","6.20"
4881,"2","GROCERY 3","1","0.84"
4881,"2","MEAT & POULTRY","2","3.68"
4881,"2","PROVISIONS DAIRY","5","3.37"
4881,"2","PROVISIONS PREPARED","1","0.48"
4886,"1","GROCERY 1","2","2.54"
4894,"1","BAKERY","1","0.99"
4894,"1","BEVERAGES","5","15.32"
4894,"1","CIGARETTES & TOBACC","5","58.40"
4894,"1","FROZEN","2","3.42"
4894,"1","FRUIT & VEGETABLES","1","1.39"
4894,"1","GROCERY 1","8","7.96"
4894,"1","GROCERY 2","4","5.07"
4894,"1","GROCERY 3","8","7.07"
4894,"1","MEAT & POULTRY","1","5.90"
4894,"1","PROVISIONS DAIRY","2","1.43"
4894,"1","PROVISIONS PREPARED","2","5.38"
4894,"1","SOFT BEVERAGES","4","3.66"
4899,"1","GROCERY 1","2","3.40"
4899,"1","MEAT & POULTRY","2","3.50"
4899,"1","PROVISIONS DAIRY","3","2.83"
4899,"1","PROVISIONS PREPARED","3","4.39"
4899,"1","SOFT BEVERAGES","2","2.04"
4901,"2","BAKERY","1","1.03"
4901,"2","DELICATESSEN","1","3.99"
4901,"2","FROZEN","2","3.45"
4901,"2","FRUIT & VEGETABLES","8","5.51"
4901,"2","GROCERY 1","8","10.64"
4901,"2","GROCERY 2","5","4.85"
4901,"2","GROCERY 3","4","2.02"
4901,"2","MEAT & POULTRY","2","5.05"
4901,"2","NEWSPAPERS & MAGAZI","2","0.90"
4901,"2","PROVISIONS DAIRY","1","0.48"
4901,"2","PROVISIONS PREPARED","4","4.30"
4901,"2","SOFT BEVERAGES","2","1.99"
4909,"2","BAKERY","2","0.90"
4909,"2","BEVERAGES","3","26.18"
4909,"2","CONCESSION BAKERY","1","1.10"
4909,"2","FRUIT & VEGETABLES","3","2.48"
4909,"2","GROCERY 1","2","3.89"
4909,"2","GROCERY 2","7","7.88"
4909,"2","GROCERY 3","1","0.59"
4909,"2","NEWSPAPERS & MAGAZI","1","0.75"
4926,"2","BAKERY","2","1.88"
4926,"2","CUISINE DE FRANCE/I","1","1.19"
4926,"2","FROZEN","1","1.59"
4926,"2","FRUIT & VEGETABLES","2","3.78"
4926,"2","GROCERY 2","3","1.45"
4926,"2","PROVISIONS DAIRY","2","1.87"
4926,"2","PROVISIONS PREPARED","2","2.28"
4928,"2","CUISINE DE FRANCE/I","1","0.28"
4928,"2","FROZEN","2","3.90"
4928,"2","GROCERY 3","1","1.01"
4928,"2","MEAT & POULTRY","2","3.50"
4928,"2","PROVISIONS DAIRY","3","4.20"
4928,"2","SOFT BEVERAGES","2","2.24"
4949,"1","BAKERY","2","2.08"
4949,"1","BEVERAGES","2","4.25"
4949,"1","FROZEN","2","3.78"
4949,"1","FRUIT & VEGETABLES","8","5.63"
4949,"1","GROCERY 1","5","10.19"
4949,"1","GROCERY 2","7","9.09"
4949,"1","GROCERY 3","3","2.11"
4949,"1","MEAT & POULTRY","9","14.59"
4949,"1","OTHER GROCERY","1","0.45"
4949,"1","PROVISIONS DAIRY","2","2.17"
4964,"1","BEVERAGES","1","8.50"
4964,"1","CIGARETTES & TOBACC","3","68.91"
4964,"1","PROVISIONS DAIRY","2","0.99"
4981,"0","BAKERY","1","0.54"
4981,"0","DELICATESSEN","1","1.18"
4981,"0","GROCERY 1","2","1.78"
4981,"0","GROCERY 3","1","0.84"
4981,"0","PAYPOINT","2","10.00"
4983,"1","BAKERY","1","0.30"
4983,"1","FRUIT & VEGETABLES","7","6.53"
4983,"1","GROCERY 2","1","0.44"
4983,"1","GROCERY 3","5","5.35"
4983,"1","MEAT & POULTRY","2","4.67"
4983,"1","PROVISIONS DAIRY","4","6.11"
4983,"1","PROVISIONS PREPARED","11","5.48"
4983,"1","SOFT BEVERAGES","1","0.25"
4984,"2","BAKERY","5","3.38"
4984,"2","BEVERAGES","1","3.65"
4984,"2","CIGARETTES & TOBACC","2","22.56"
4984,"2","FRUIT & VEGETABLES","1","0.79"
4984,"2","GROCERY 1","2","2.73"
4984,"2","GROCERY 2","1","1.33"
4984,"2","GROCERY 3","3","2.09"
4984,"2","SOFT BEVERAGES","1","0.77"
4987,"1","BAKERY","2","2.83"
4987,"1","FROZEN","5","8.35"
4987,"1","GROCERY 1","5","7.46"
4987,"1","GROCERY 2","3","2.61"
4987,"1","GROCERY 3","9","10.32"
4987,"1","GROCERY NONFOOD","1","2.12"
4987,"1","NEWSPAPERS & MAGAZI","4","6.03"
4987,"1","PROVISIONS DAIRY","13","9.09"
4987,"1","SOFT BEVERAGES","5","3.85"
4992,"1","BAKERY","1","0.89"
4992,"1","CIGARETTES & TOBACC","1","3.86"
4992,"1","GROCERY 1","3","1.02"
4992,"1","GROCERY 2","1","0.97"
4992,"1","GROCERY 3","1","0.78"
4992,"1","NEWSPAPERS & MAGAZI","1","1.00"
4992,"1","PAYPOINT","1","5.00"
4992,"1","PROVISIONS DAIRY","1","0.95"
4992,"1","PROVISIONS PREPARED","1","0.55"
4995,"2","BEVERAGES","1","9.52"
4995,"2","GROCERY 3","2","2.02"
5000,"1","GROCERY 1","6","5.87"
5000,"1","PROVISIONS DAIRY","1","1.29"
5002,"2","BAKERY","3","3.20"
5002,"2","BEVERAGES","1","3.82"
5002,"2","CUISINE DE FRANCE/I","5","1.50"
5002,"2","DELICATESSEN","1","0.77"
5002,"2","FRUIT & VEGETABLES","14","12.62"
5002,"2","GROCERY 1","1","1.44"
5002,"2","GROCERY 2","1","2.35"
5002,"2","GROCERY 3","1","1.27"
5002,"2","MEAT & POULTRY","3","9.23"
5002,"2","NEWSPAPERS & MAGAZI","5","3.31"
5002,"2","PROVISIONS DAIRY","10","12.92"
5002,"2","SOFT BEVERAGES","3","1.76"
5009,"0","GROCERY 3","3","2.66"
5009,"0","PROVISIONS PREPARED","2","2.94"
5009,"2","BAKERY","1","1.42"
5009,"2","FROZEN","3","4.34"
5009,"2","FRUIT & VEGETABLES","1","0.99"
5009,"2","GROCERY 2","4","3.13"
5009,"2","GROCERY 3","6","5.32"
5009,"2","NEWSPAPERS & MAGAZI","2","1.70"
5009,"2","PROVISIONS DAIRY","1","1.59"
5009,"2","PROVISIONS PREPARED","5","6.87"
5009,"2","SOFT BEVERAGES","2","1.20"
5017,"0","BAKERY","6","2.73"
5017,"0","DELICATESSEN","1","1.20"
5017,"0","FROZEN","1","0.76"
5017,"0","FRUIT & VEGETABLES","10","11.53"
5017,"0","GROCERY 1","8","11.47"
5017,"0","GROCERY 2","15","13.57"
5017,"0","GROCERY 3","6","6.20"
5017,"0","GROCERY NONFOOD","1","1.28"
5017,"0","MEAT & POULTRY","4","10.16"
5017,"0","PROVISIONS DAIRY","7","6.09"
5017,"0","PROVISIONS PREPARED","6","12.10"
5017,"0","SOFT BEVERAGES","2","1.16"
5032,"2","BAKERY","4","2.64"
5032,"2","CIGARETTES & TOBACC","9","19.38"
5032,"2","CUISINE DE FRANCE/I","11","3.75"
5032,"2","FROZEN","2","0.93"
5032,"2","FRUIT & VEGETABLES","3","1.21"
5032,"2","GROCERY 1","5","9.52"
5032,"2","GROCERY 2","2","1.27"
5032,"2","GROCERY 3","16","5.47"
5032,"2","MEAT & POULTRY","2","4.18"
5032,"2","NATIONAL LOTTERY","1","1.00"
5032,"2","NEWSPAPERS & MAGAZI","7","2.45"
5032,"2","PAYPOINT","2","10.00"
5032,"2","PROVISIONS DAIRY","2","0.74"
5032,"2","SOFT BEVERAGES","7","5.44"
5043,"2","CIGARETTES & TOBACC","1","3.80"
5043,"2","NEWSPAPERS & MAGAZI","1","0.58"
5043,"2","SOFT BEVERAGES","1","0.77"
5052,"1","FRUIT & VEGETABLES","10","9.09"
5052,"1","MEAT & POULTRY","2","4.00"
5063,"1","FRUIT & VEGETABLES","1","2.22"
5063,"1","GROCERY 1","3","3.79"
5063,"1","GROCERY 2","1","2.39"
5063,"1","GROCERY 3","2","1.92"
5063,"1","NEWSPAPERS & MAGAZI","1","1.80"
5063,"1","SEASONAL","1","0.72"
5064,"2","DELICATESSEN","1","3.99"
5064,"2","PROVISIONS PREPARED","1","1.40"
5069,"1","BAKERY","4","4.14"
5069,"1","CUISINE DE FRANCE/I","1","0.99"
5069,"1","ELECTRICAL","1","5.95"
5069,"1","FROZEN","1","3.39"
5069,"1","FRUIT & VEGETABLES","9","8.11"
5069,"1","GROCERY 1","1","0.43"
5069,"1","GROCERY 2","3","1.30"
5069,"1","MEAT & POULTRY","4","8.48"
5069,"1","PROVISIONS DAIRY","12","11.58"
5069,"1","PROVISIONS PREPARED","2","2.79"
5075,"1","CIGARETTES & TOBACC","3","20.12"
5075,"1","FROZEN","2","2.56"
5075,"1","FRUIT & VEGETABLES","3","3.16"
5075,"1","GROCERY 1","1","5.46"
5075,"1","GROCERY 2","1","2.09"
5075,"1","GROCERY 3","3","1.70"
5075,"1","NEWSPAPERS & MAGAZI","3","1.98"
5075,"1","SOFT BEVERAGES","5","5.39"
5081,"1","BAKERY","6","4.51"
5081,"1","CIGARETTES & TOBACC","3","9.73"
5081,"1","CUISINE DE FRANCE/I","4","0.36"
5081,"1","FROZEN","4","3.40"
5081,"1","FRUIT & VEGETABLES","1","1.19"
5081,"1","GROCERY 1","9","14.02"
5081,"1","GROCERY 2","3","1.23"
5081,"1","GROCERY 3","11","9.61"
5081,"1","NEWSPAPERS & MAGAZI","1","2.10"
5081,"1","NON FOOD","2","0.26"
5081,"1","PAYPOINT","2","9.00"
5081,"1","PROVISIONS DAIRY","7","6.55"
5081,"1","PROVISIONS PREPARED","4","5.16"
5081,"1","SEASONAL","1","1.99"
5081,"1","SOFT BEVERAGES","6","4.20"
5084,"0","BAKERY","7","5.19"
5084,"0","BEVERAGES","5","13.27"
5084,"0","CIGARETTES & TOBACC","1","3.84"
5084,"0","DELICATESSEN","3","3.82"
5084,"0","FROZEN","2","9.38"
5084,"0","FRUIT & VEGETABLES","5","4.01"
5084,"0","GROCERY 1","7","8.47"
5084,"0","GROCERY 2","2","1.86"
5084,"0","GROCERY 3","3","2.08"
5084,"0","PROVISIONS DAIRY","4","2.55"
5084,"0","PROVISIONS PREPARED","1","1.79"
5084,"0","SOFT BEVERAGES","3","2.33"
5096,"3","BAKERY","2","2.03"
5096,"3","CIGARETTES & TOBACC","1","5.86"
5096,"3","GROCERY 2","1","1.95"
5096,"3","GROCERY 3","3","5.16"
5096,"3","NEWSPAPERS & MAGAZI","4","2.00"
5096,"3","PROVISIONS DAIRY","2","2.13"
5096,"3","SOFT BEVERAGES","2","1.68"
5101,"0","BAKERY","1","0.79"
5101,"0","BEVERAGES","1","2.55"
5101,"0","FRUIT & VEGETABLES","2","1.74"
5102,"0","BAKERY","1","0.99"
5102,"0","GROCERY 1","3","1.87"
5102,"0","GROCERY 2","2","3.04"
5102,"0","GROCERY 3","2","0.63"
5102,"0","PAYPOINT","2","15.00"
5107,"1","BAKERY","2","1.63"
5107,"1","DELICATESSEN","1","0.95"
5107,"1","FRUIT & VEGETABLES","11","7.84"
5107,"1","GROCERY 1","3","6.55"
5107,"1","GROCERY 2","4","2.68"
5107,"1","GROCERY 3","3","2.43"
5107,"1","NEWSPAPERS & MAGAZI","1","0.42"
5107,"1","PROVISIONS DAIRY","7","9.58"
5109,"1","BEVERAGES","1","8.50"
5109,"1","CUISINE DE FRANCE/I","1","1.19"
5109,"1","FROZEN","1","1.59"
5109,"1","FRUIT & VEGETABLES","9","6.69"
5109,"1","GROCERY 1","11","12.36"
5109,"1","GROCERY 2","7","9.48"
5109,"1","GROCERY 3","3","4.13"
5109,"1","MEAT & POULTRY","1","2.99"
5109,"1","NEWSPAPERS & MAGAZI","1","0.70"
5109,"1","PROVISIONS DAIRY","1","1.19"
5109,"1","PROVISIONS PREPARED","3","7.69"
5109,"1","SOFT BEVERAGES","2","1.06"
5111,"1","BAKERY","6","5.78"
5111,"1","DELICATESSEN","1","3.99"
5111,"1","FROZEN","3","7.89"
5111,"1","FRUIT & VEGETABLES","6","4.65"
5111,"1","GROCERY 1","10","4.28"
5111,"1","GROCERY 2","7","2.59"
5111,"1","GROCERY 3","6","2.60"
5111,"1","PROVISIONS DAIRY","3","2.23"
5111,"1","PROVISIONS PREPARED","1","2.49"
5113,"1","BAKERY","1","1.09"
5113,"1","CONCESSION BAKERY","1","1.00"
5113,"1","DELICATESSEN","2","1.44"
5113,"1","FRUIT & VEGETABLES","1","0.49"
5113,"1","GROCERY 1","1","4.25"
5113,"1","GROCERY 2","2","1.56"
5113,"1","PROVISIONS DAIRY","3","2.68"
5113,"1","SOFT BEVERAGES","5","3.69"
5114,"1","BAKERY","2","2.08"
5114,"1","FRUIT & VEGETABLES","2","1.68"
5114,"1","GROCERY 1","2","1.28"
5114,"1","GROCERY 3","1","0.56"
5114,"1","MEAT & POULTRY","4","6.65"
5114,"1","OTHER GROCERY","2","0.90"
5114,"1","PROVISIONS DAIRY","3","2.89"
5114,"1","PROVISIONS PREPARED","1","3.29"
5128,"0","BAKERY","1","0.86"
5128,"0","CUISINE DE FRANCE/I","3","1.14"
5128,"0","DELICATESSEN","2","1.20"
5128,"0","FROZEN","4","7.10"
5128,"0","FRUIT & VEGETABLES","1","0.30"
5128,"0","GROCERY 2","4","4.21"
5128,"0","GROCERY 3","1","0.30"
5128,"0","PROVISIONS DAIRY","4","2.91"
5128,"0","SOFT BEVERAGES","1","0.33"
5145,"1","BAKERY","6","6.82"
5145,"1","BEVERAGES","3","10.96"
5145,"1","CUISINE DE FRANCE/I","4","2.28"
5145,"1","FROZEN","10","9.66"
5145,"1","FRUIT & VEGETABLES","11","10.21"
5145,"1","GROCERY 1","30","70.13"
5145,"1","GROCERY 2","46","39.46"
5145,"1","GROCERY 3","4","4.05"
5145,"1","HOMEWARES","1","3.40"
5145,"1","MEAT & POULTRY","19","35.54"
5145,"1","NEWSPAPERS & MAGAZI","2","4.20"
5145,"1","PROVISIONS DAIRY","30","10.91"
5145,"1","PROVISIONS PREPARED","2","4.38"
5145,"1","SOFT BEVERAGES","8","13.95"
5149,"1","CIGARETTES & TOBACC","1","3.86"
5149,"1","CUISINE DE FRANCE/I","1","1.09"
5149,"1","GROCERY 2","2","0.66"
5149,"1","GROCERY 3","7","2.05"
5149,"1","PROVISIONS DAIRY","2","0.89"
5151,"2","BAKERY","2","1.00"
5151,"2","BEVERAGES","7","21.65"
5151,"2","CIGARETTES & TOBACC","1","2.03"
5151,"2","CUISINE DE FRANCE/I","1","0.99"
5151,"2","GROCERY 1","1","0.72"
5151,"2","NEWSPAPERS & MAGAZI","1","0.40"
5151,"2","PROVISIONS PREPARED","2","4.00"
5151,"2","SOFT BEVERAGES","2","1.02"
5158,"2","DELICATESSEN","1","2.99"
5164,"1","CIGARETTES & TOBACC","1","3.80"
5164,"1","FRUIT & VEGETABLES","1","1.99"
5164,"1","GROCERY 2","1","0.21"
5166,"1","BAKERY","1","0.95"
5166,"1","BEVERAGES","2","15.30"
5166,"1","FROZEN","4","5.06"
5166,"1","FRUIT & VEGETABLES","2","2.73"
5166,"1","GROCERY 1","7","8.51"
5166,"1","GROCERY 2","12","15.32"
5166,"1","GROCERY 3","3","1.74"
5166,"1","NEWSPAPERS & MAGAZI","2","0.70"
5166,"1","PROVISIONS DAIRY","3","2.19"
5166,"1","PROVISIONS PREPARED","2","2.68"
5166,"1","SOFT BEVERAGES","5","3.76"
5170,"1","BAKERY","1","0.70"
5170,"1","CIGARETTES & TOBACC","1","18.63"
5170,"1","DELICATESSEN","1","1.74"
5170,"1","FRUIT & VEGETABLES","1","1.49"
5170,"1","GROCERY 1","2","3.39"
5170,"1","NEWSPAPERS & MAGAZI","1","0.60"
5170,"1","PROVISIONS DAIRY","2","1.67"
5170,"1","SOFT BEVERAGES","1","0.84"
5177,"2","CIGARETTES & TOBACC","2","8.62"
5177,"2","FRUIT & VEGETABLES","4","2.20"
5177,"2","MEAT & POULTRY","1","2.89"
5177,"2","NATIONAL LOTTERY","2","5.00"
5185,"2","CIGARETTES & TOBACC","3","19.64"
5185,"2","FROZEN","1","1.39"
5185,"2","PROVISIONS DAIRY","1","0.34"
5202,"1","CUISINE DE FRANCE/I","1","0.79"
5202,"1","FRUIT & VEGETABLES","10","10.64"
5202,"1","GROCERY 2","4","5.02"
5202,"1","MEAT & POULTRY","1","1.49"
5202,"1","PROVISIONS DAIRY","1","1.99"
5202,"1","SOFT BEVERAGES","1","1.27"
5203,"1","FROZEN","2","4.40"
5203,"1","MEAT & POULTRY","2","3.50"
5203,"1","PROVISIONS DAIRY","3","3.75"
5203,"1","SOFT BEVERAGES","1","0.84"
5207,"1","BAKERY","4","3.02"
5207,"1","BEVERAGES","1","2.55"
5207,"1","CONCESSION BAKERY","6","7.09"
5207,"1","FROZEN","2","3.98"
5207,"1","FRUIT & VEGETABLES","12","13.23"
5207,"1","GROCERY 1","4","5.24"
5207,"1","GROCERY 2","19","17.71"
5207,"1","GROCERY 3","14","12.53"
5207,"1","MEAT & POULTRY","1","2.92"
5207,"1","PROVISIONS DAIRY","14","17.67"
5207,"1","PROVISIONS PREPARED","3","5.69"
5207,"1","SEASONAL","1","0.99"
5207,"1","SOFT BEVERAGES","2","1.34"
5231,"2","BAKERY","16","9.59"
5231,"2","CONCESSION BAKERY","9","8.72"
5231,"2","FROZEN","16","21.01"
5231,"2","FRUIT & VEGETABLES","2","0.55"
5231,"2","GROCERY 1","2","1.55"
5231,"2","GROCERY 2","20","10.17"
5231,"2","GROCERY 3","4","3.51"
5231,"2","MEAT & POULTRY","4","9.63"
5231,"2","PROVISIONS DAIRY","25","14.32"
5231,"2","PROVISIONS PREPARED","7","5.07"
5231,"2","SOFT BEVERAGES","8","5.48"
5233,"0","FRUIT & VEGETABLES","4","4.64"
5233,"0","GROCERY 1","3","4.05"
5233,"0","GROCERY 3","4","13.60"
5233,"0","NEWSPAPERS & MAGAZI","1","1.70"
5233,"0","PROVISIONS PREPARED","2","1.98"
5247,"1","BAKERY","2","1.75"
5247,"1","GROCERY 1","1","3.99"
5247,"1","PROVISIONS DAIRY","3","2.99"
5253,"2","FRUIT & VEGETABLES","1","0.23"
5253,"2","MEAT & POULTRY","2","2.38"
5253,"2","PROVISIONS DAIRY","1","0.37"
5256,"2","BAKERY","4","3.79"
5256,"2","BEVERAGES","4","13.58"
5256,"2","CUISINE DE FRANCE/I","1","0.59"
5256,"2","DELICATESSEN","1","2.62"
5256,"2","FROZEN","2","2.59"
5256,"2","FRUIT & VEGETABLES","14","12.37"
5256,"2","GROCERY 1","12","23.82"
5256,"2","GROCERY 2","14","11.31"
5256,"2","GROCERY 3","8","6.31"
5256,"2","MEAT & POULTRY","3","5.47"
5256,"2","NEWSPAPERS & MAGAZI","6","4.58"
5256,"2","PROVISIONS DAIRY","5","3.70"
5256,"2","PROVISIONS PREPARED","4","4.85"
5256,"2","SOFT BEVERAGES","3","3.31"
5257,"1","BAKERY","4","3.19"
5257,"1","GROCERY 2","3","7.86"
5257,"1","GROCERY 3","5","6.69"
5257,"1","MEAT & POULTRY","2","2.38"
5257,"1","PROVISIONS DAIRY","3","5.08"
5257,"2","BAKERY","1","0.89"
5257,"2","DELICATESSEN","2","4.26"
5257,"2","FRUIT & VEGETABLES","1","0.99"
5257,"2","GROCERY 1","3","3.44"
5257,"2","PROVISIONS DAIRY","3","2.04"
5263,"0","BEVERAGES","1","2.34"
5263,"0","FRUIT & VEGETABLES","1","0.43"
5268,"1","BEVERAGES","1","10.29"
5268,"1","CIGARETTES & TOBACC","6","19.53"
5270,"2","GROCERY 2","3","2.53"
5270,"2","GROCERY 3","6","8.20"
5270,"2","NEWSPAPERS & MAGAZI","2","3.80"
5270,"2","PROVISIONS DAIRY","1","0.35"
5270,"2","PROVISIONS PREPARED","4","2.98"
5271,"2","BAKERY","1","1.65"
5271,"2","DELICATESSEN","5","8.72"
5271,"2","FRUIT & VEGETABLES","1","0.69"
5271,"2","GROCERY 2","3","3.74"
5271,"2","GROCERY 3","1","1.07"
5271,"2","PETROL","1","30.72"
5275,"0","CUISINE DE FRANCE/I","1","0.79"
5275,"0","PROVISIONS DAIRY","1","0.71"
5275,"0","PROVISIONS PREPARED","1","2.29"
5275,"2","BAKERY","2","1.24"
5275,"2","FRUIT & VEGETABLES","1","1.46"
5275,"2","MEAT & POULTRY","1","1.89"
5275,"2","NEWSPAPERS & MAGAZI","2","2.05"
5275,"2","PROVISIONS DAIRY","2","1.42"
5275,"2","PROVISIONS PREPARED","5","6.41"
5286,"2","DELICATESSEN","1","2.99"
5286,"2","FRUIT & VEGETABLES","1","4.25"
5288,"2","DELICATESSEN","6","10.59"
5288,"2","FROZEN","2","2.98"
5288,"2","FRUIT & VEGETABLES","2","2.05"
5288,"2","GROCERY 1","2","4.88"
5288,"2","GROCERY 2","1","1.94"
5288,"2","GROCERY 3","3","1.56"
5288,"2","MEAT & POULTRY","1","2.99"
5288,"2","NATIONAL LOTTERY","3","5.00"
5288,"2","NEWSPAPERS & MAGAZI","4","2.15"
5288,"2","PAYPOINT","1","10.00"
5288,"2","PROVISIONS DAIRY","2","2.34"
5294,"2","BEVERAGES","4","5.40"
5294,"2","CIGARETTES & TOBACC","1","3.85"
5294,"2","CUISINE DE FRANCE/I","3","4.47"
5294,"2","GROCERY 1","31","25.56"
5294,"2","GROCERY 2","22","24.96"
5294,"2","GROCERY 3","7","13.38"
5294,"2","NEWSPAPERS & MAGAZI","5","5.60"
5294,"2","PROVISIONS PREPARED","2","2.19"
5304,"1","BAKERY","3","1.99"
5304,"1","BEVERAGES","1","10.17"
5304,"1","CIGARETTES & TOBACC","3","12.58"
5304,"1","FRUIT & VEGETABLES","1","0.99"
5304,"1","GROCERY 1","8","10.90"
5304,"1","GROCERY 2","6","5.04"
5304,"1","GROCERY 3","6","3.55"
5304,"1","MEAT & POULTRY","1","1.59"
5304,"1","NATIONAL LOTTERY","1","4.00"
5304,"1","PROVISIONS DAIRY","8","12.09"
5304,"1","PROVISIONS PREPARED","2","3.00"
5304,"1","SOFT BEVERAGES","1","0.75"
5306,"1","CUISINE DE FRANCE/I","1","0.89"
5306,"1","DELICATESSEN","1","0.59"
5306,"1","FROZEN","4","5.84"
5306,"1","GROCERY 1","5","3.43"
5306,"1","GROCERY 2","1","1.03"
5306,"1","GROCERY 3","1","1.69"
5306,"1","PROVISIONS DAIRY","1","1.19"
5306,"1","SOFT BEVERAGES","1","0.38"
5306,"2","BAKERY","8","6.94"
5306,"2","CUISINE DE FRANCE/I","1","0.89"
5306,"2","DELICATESSEN","8","7.43"
5306,"2","FROZEN","14","17.25"
5306,"2","FRUIT & VEGETABLES","4","3.35"
5306,"2","GROCERY 1","10","10.02"
5306,"2","GROCERY 2","11","7.34"
5306,"2","GROCERY 3","22","13.84"
5306,"2","MEAT & POULTRY","3","6.67"
5306,"2","PROVISIONS DAIRY","17","12.49"
5306,"2","PROVISIONS PREPARED","3","3.27"
5306,"2","SOFT BEVERAGES","10","5.73"
5318,"0","CIGARETTES & TOBACC","1","3.85"
5318,"2","BEVERAGES","6","17.85"
5318,"2","CIGARETTES & TOBACC","7","26.75"
5318,"2","CUISINE DE FRANCE/I","1","0.28"
5318,"2","DELICATESSEN","8","11.94"
5318,"2","FRUIT & VEGETABLES","5","4.64"
5318,"2","GROCERY 1","2","3.27"
5318,"2","GROCERY 2","6","5.49"
5318,"2","GROCERY 3","14","4.47"
5318,"2","MEAT & POULTRY","8","13.64"
5318,"2","NATIONAL LOTTERY","29","35.00"
5318,"2","PROVISIONS DAIRY","2","1.56"
5318,"2","PROVISIONS PREPARED","2","1.45"
5318,"2","SOFT BEVERAGES","4","1.58"
5329,"1","BAKERY","2","2.16"
5329,"1","BEVERAGES","6","8.08"
